spoke_id,group_id,item_id,question,answer_text,answer_html,item_sort,related_spoke_id,related_group_id,status,notes,primary_query
faculty,onsite-speaker-center,fac-onsite-speaker-will-there-be-childcare-services-available-in-the-convention-center-at-acc26,Will there be childcare services available in the convention center at ACC.26?,Yes. Please visit the ACC.26 website for more information.,<p>Yes. Please visit the ACC.26 website for more information.</p>,10,,,ready,,Will there be childcare services available in the convention center at ACC.26
faculty,onsite-speaker-center,fac-onsite-speaker-what-time-does-the-speaker-service-center-open-and-close-each-day-of-the-meeting,What time does the Speaker Service Center open and close each day of the meeting?,"Friday, March 27: Noon - 5 p.m.
Saturday, March 28: 7:30 a.m. - 5:30 p.m.
Sunday, March 29: 7:30 a.m. - 5:30 p.m.
Monday, March 30: 7:30 a.m. - 3 p.m.","<p>Friday, March 27: Noon - 5 p.m.<br>Saturday, March 28: 7:30 a.m. - 5:30 p.m.<br>Sunday, March 29: 7:30 a.m. - 5:30 p.m.<br>Monday, March 30: 7:30 a.m. - 3 p.m.</p>",20,,,ready,,What time does the Speaker Service Center open and close each day of the meeting
faculty,onsite-speaker-center,fac-onsite-speaker-i-arrive-on-friday-evening-and-my-talk-is-at-8-a-m-on-saturday-is-this-enough-time-to-check-my-ppt-in-the-speaker-service-center,I arrive on Friday evening and my talk is at 8 a.m. on Saturday. Is this enough time to check my PPT in the Speaker Service Center?,"Yes. If you arrive at the Speaker Service Center by 7 a.m. on Saturday and you explain to the staff that your presentation is at 8 a.m., they will make every effort to ensure that you are ready on time.","<p>Yes. If you arrive at the Speaker Service Center by 7 a.m. on Saturday and you explain to the staff that your presentation is at 8 a.m., they will make every effort to ensure that you are ready on time.</p>",30,,,ready,,I arrive on Friday evening and my talk is at 8 a.m. on Saturday. Is this enough time to check my PPT in the Speaker Service Center
faculty,onsite-speaker-center,fac-onsite-speaker-can-i-upload-my-ppt-presentation-onsite,Can I upload my PPT presentation onsite?,"Yes, but only at the Speaker Service Center; presenters are unable to present directly from a USB/flash drive.","<p>Yes, but only at the Speaker Service Center; presenters are unable to present directly from a USB/flash drive.</p>",40,,,ready,,Can I upload my PPT presentation onsite
faculty,preparing-session,fac-preparing-sess-what-do-i-need-to-do-to-prepare-for-my-session,What do I need to do to prepare for my session?,"That depends on your specific role within a session. Chairs, presenters, and panelists all have different responsibilities within a session. Please refer to the summary page of your invitation(s) to see what type of role(s) you have and the associated responsibilities. We will also send out more detailed information about this in February.","<p>That depends on your specific role within a session. Chairs, presenters, and panelists all have different responsibilities within a session. Please refer to the summary page of your invitation(s) to see what type of role(s) you have and the associated responsibilities. We will also send out more detailed information about this in February.</p>",10,,,ready,,What do I need to do to prepare for my session
faculty,preparing-session,fac-preparing-sess-my-presentation-title-just-says-case-presenter-who-comes-up-with-the-cases,"My presentation title just says, ""Case Presenter."" Who comes up with the cases?","As a case presenter you should work with the session chairs to develop an appropriate case. If you need the chairs' email addresses, you can find them on the summary page of your invitation under the ""Presentations"" header.","<p>As a case presenter you should work with the session chairs to develop an appropriate case. If you need the chairs&#x27; email addresses, you can find them on the summary page of your invitation under the &quot;Presentations&quot; header.</p>",20,,,ready,,"My presentation title just says, ""Case Presenter."" Who comes up with the cases"
faculty,preparing-session,fac-preparing-sess-i-want-to-contact-the-other-faculty-in-the-session-how-do-i-get-their-contact-information,I want to contact the other faculty in the session. How do I get their contact information?,"After accepting your invitation, you will be taken to a summary page. That summary page lists all session details, including other presenters within your session and their email addresses. You can find this under the ""Presentations"" header on the summary page.","<p>After accepting your invitation, you will be taken to a summary page. That summary page lists all session details, including other presenters within your session and their email addresses. You can find this under the &quot;Presentations&quot; header on the summary page.</p>",30,,,ready,,I want to contact the other faculty in the session. How do I get their contact information
faculty,preparing-session,fac-preparing-sess-is-there-a-presentation-slide-template-for-acc26,Is there a presentation slide template for ACC.26?,"Yes, the template will be available on your portal page in January 2026.","<p>Yes, the template will be available on your portal page in January 2026.</p>",40,,,ready,,Is there a presentation slide template for ACC.26
faculty,preparing-session,fac-preparing-sess-is-the-presentation-template-required,Is the presentation template required?,"No. However, we strongly encourage you to use the template to create consistency between presentations and sessions at ACC.26.","<p>No. However, we strongly encourage you to use the template to create consistency between presentations and sessions at ACC.26.</p>",50,,,ready,,Is the presentation template required
faculty,preparing-session,fac-preparing-sess-i-have-never-spoken-at-acc-before-who-selected-me-for-this-talk,I have never spoken at ACC before. Who selected me for this talk?,"The sessions are organized by our ACC.26 Program Committee. Therefore, one of our program committee members selected you as faculty.","<p>The sessions are organized by our ACC.26 Program Committee. Therefore, one of our program committee members selected you as faculty.</p>",60,,,ready,,I have never spoken at ACC before. Who selected me for this talk
abstracts-cases,fees,abs-fee-submission-fee,Is there a submission fee?,Yes. There is a $55 processing fee for general abstracts and complex clinical case submissions. CV Team abstracts and cases cost $25.,<p>Yes. There is a $55 processing fee for general abstracts and complex clinical case submissions. CV Team abstracts and cases cost $25.</p>,10,,,ready,,Is there a submission fee
abstracts-cases,fees,abs-fees-can-i-submit-multiple-abstracts-or-cases,Can I submit multiple abstracts or cases?,"Yes, you can submit multiple abstracts, but each submission requires a separate $55 or $25 (depending on your submission type) processing fee.","<p>Yes, you can submit multiple abstracts, but each submission requires a separate $55 or $25 (depending on your submission type) processing fee.</p>",20,,,ready,,Can I submit multiple abstracts or cases
abstracts-cases,fees,abs-fees-can-i-receive-a-discount-on-the-fee-or-have-the-fee-waived,Can I receive a discount on the fee or have the fee waived?,"No, the processing fee is required for all submissions.","<p>No, the processing fee is required for all submissions.</p>",30,,,ready,,Can I receive a discount on the fee or have the fee waived
abstracts-cases,eligibility,abs-eligibility-can-i-submit-my-abstract-case-if-it-has-been-previously-published,Can I submit my abstract/case if it has been previously published?,"No, we do not accept any abstracts or cases that have been previously published, whether digitally or printed.","<p>No, we do not accept any abstracts or cases that have been previously published, whether digitally or printed.</p>",10,,,ready,,Can I submit my abstract/case if it has been previously published
abstracts-cases,eligibility,abs-eligibility-can-i-submit-my-abstract-case-if-it-has-been-previously-presented,Can I submit my abstract/case if it has been previously presented?,See the eligible and not-eligible criteria for submission requirements.,"<p>If it has been previously presented at a large national or international meeting, no. If it has been presented at a smaller state or local meeting, yes.</p><p>Use the criteria below to determine eligibility for submission of scientific abstracts and complex cases for presentation at ACC.26. These criteria protect the quality, originality, and integrity of the science and case discussions featured during ACC.26.</p><div class=""flex flex_column gap_4 m-b_4"" role=""group"" aria-label=""Eligibility criteria""><section><h4 class=""font_bold m-b_2 m-t_0"">Eligible</h4><ul><li>Abstracts/cases that have not previously been presented either live or virtually at another professional society meeting or published prior to ACC.26 <em>are eligible</em> for submission.</li><li>If an abstract/case has been presented (either live or virtually) only at an ACC state chapter meeting or ACC international meeting (ACC Asia, ACC Latin America, ACC Middle East), it <em>is eligible</em> for submission to ACC.26.</li><li>If an abstract/case has been presented (either live or virtually) only to a state medical society or country society meeting, or local institutional meeting, it <em>is eligible</em> for submission to ACC.26.</li><li>If an abstract/case is also planned for submission or presentation at a meeting taking place <strong><em>after</em></strong> ACC.26, it <em>is eligible</em> to be submitted to the ACC Annual Scientific Session.</li><li>Abstracts/cases may be submitted to journals for publication if the journals agree to <em>hold publication</em> until the ACC.26 embargo is lifted on the designated day at 8 am ET.</li></ul></section><section><h4 class=""font_bold m-b_2 m-t_0"">Not Eligible</h4><ul><li>Abstracts/cases are <em>not eligible</em> for consideration if they have been presented either live or virtually at a national meeting held in the United States or any non-ACC international meeting held prior to ACC.26.*</li><li>Abstracts/cases are <em>not eligible</em> for consideration if they have been presented live or virtually at programs held by non-profit organizations (e.g., ACC live U.S. courses).</li><li>Abstracts/cases are <em>not eligible</em> for consideration if the abstract has been published <em>prior</em> to ACC.26.</li><li>If abstracts/cases are submitted to journals for publication and the journals <em>do not agree</em> to hold publication until the embargo is lifted and the abstract/case is published prior to that date, the abstract/case <em>must be withdrawn</em> from ACC.26.</li></ul></section></div><p>* Examples of this type of meeting include, but are not limited to, scientific sessions by the American Heart Association (AHA), Heart Rhythm Society (HRS), Heart Failure Society of America (HFSA), Transcatheter Cardiovascular Therapeutics (TCT), Society for Cardiovascular Angiography and Interventions (SCAI), and European Society of Cardiology (ESC).</p><p>Requests for exceptions to these eligibility requirements must be made in writing and will be reviewed by the ACC.26 Chair and ACC.26 Vice Chair. These situations are expected to be rare given the comprehensive guidance as detailed above.</p><p>If you have any questions, please contact Ashley Truluck on ACC staff at <a href=""mailto:atruluck@acc.org"">atruluck@acc.org</a>.</p>",20,,,ready,,Can I submit my abstract/case if it has been previously presented
abstracts-cases,eligibility,abs-eligibility-if-i-submit-my-abstract-or-case-to-acc26-am-i-allowed-to-submit-it-to-other-conferences-or-journals,"If I submit my abstract or case to ACC.26, am I allowed to submit it to other conferences or journals?","Yes, if the abstract/case will be presented at another meeting taking place after ACC.26. If your abstract/case is accepted by another U.S. national or international conference taking place prior to ACC.26, or if it is published prior to ACC.26, you will need to withdraw it from the ACC.26 program no later than Tuesday, Jan. 27, 2026.

If it is accepted for publication close to the ACC.26 dates, it is possible to coordinate the date of publication with the ACC Media Relations team and the respective journal so that the ACC.26 embargo policies are not violated.","<p>Yes, if the abstract/case will be presented at another meeting taking place after ACC.26. If your abstract/case is accepted by another U.S. national or international conference taking place prior to ACC.26, or if it is published prior to ACC.26, you will need to withdraw it from the ACC.26 program no later than Tuesday, Jan. 27, 2026.</p><p>If it is accepted for publication close to the ACC.26 dates, it is possible to coordinate the date of publication with the ACC Media Relations team and the respective journal so that the ACC.26 embargo policies are not violated.</p>",30,lbct,eligibility,ready,,"If I submit my abstract or case to ACC.26, am I allowed to submit it to other conferences or journals"
abstracts-cases,deadlines,abs-deadlines-what-is-the-deadline-for-submission,What is the deadline for submission?,"The abstract, case, and interventional challenging case deadline is Sept. 30, 2025, at 1 p.m. ET.","<p>The abstract, case, and interventional challenging case deadline is Sept. 30, 2025, at 1 p.m. ET.</p>",10,,,ready,,What is the deadline for submission
abstracts-cases,deadlines,abs-deadlines-can-i-make-any-changes-after-i-have-submitted-my-abstract-case,Can I make any changes after I have submitted my abstract/case?,"You can make changes up until the deadline of 1 p.m. ET on Tuesday, Sept. 30, 2025. After that, no further changes can be made to the submission.","<p>You can make changes up until the deadline of 1 p.m. ET on Tuesday, Sept. 30, 2025. After that, no further changes can be made to the submission.</p>",20,,,ready,,Can I make any changes after I have submitted my abstract/case
abstracts-cases,what-where,abs-what-where-where-can-i-find-examples-of-abstracts-and-cases,Where can I find examples of abstracts and cases?,You can see last year's JACC Abstract Supplement to view cases and abstracts that were accepted for ACC.25: https://www.jacc.org/toc/jacc/85/12Supplement.,"<p>You can see last year's JACC Abstract Supplement to view cases and abstracts that were accepted for ACC.25: <a href=""https://www.jacc.org/toc/jacc/85/12_Supplement"">https://www.jacc.org/toc/jacc/85/12_Supplement</a>.</p>",10,,,ready,,Where can I find examples of abstracts and cases
abstracts-cases,what-where,abs-what-where-what-category-should-i-submit-my-abstract-or-case-to,What category should I submit my abstract or case to?,"You should submit your abstract or case to the category you think is most appropriate. If you are unsure, we recommend you reach out to a colleague. As staff, we are not able to determine what category your abstract or case falls under.","<p>You should submit your abstract or case to the category you think is most appropriate. If you are unsure, we recommend you reach out to a colleague. As staff, we are not able to determine what category your abstract or case falls under.</p>",20,,,ready,,What category should I submit my abstract or case to
abstracts-cases,what-where,abs-what-where-can-i-submit-a-case-presentation-to-the-general-abstract-category,Can I submit a case presentation to the general abstract category?,"No. Since the general abstract category is meant for scientific research only, case presentations are likely to receive lower grades from abstract reviewers and are therefore less likely to be accepted. Cases should be submitted to the complex clinical case category.","<p>No. Since the general abstract category is meant for scientific research only, case presentations are likely to receive lower grades from abstract reviewers and are therefore less likely to be accepted. Cases should be submitted to the complex clinical case category.</p>",30,,,ready,,Can I submit a case presentation to the general abstract category
abstracts-cases,what-where,abs-what-where-who-can-submit-to-the-general-abstract-category,Who can submit to the general abstract category?,"Anyone is eligible to submit to this category, including non-ACC members, medical students and high school students who are working with physicians or CV team members.","<p>Anyone is eligible to submit to this category, including non-ACC members, medical students and high school students who are working with physicians or CV team members.</p>",40,,,ready,,Who can submit to the general abstract category
abstracts-cases,what-where,abs-what-where-who-can-submit-to-the-complex-clinical-case-category,Who can submit to the Complex Clinical Case Category?,"Medical students, residents, fellows-in-training, medical doctors and researchers are welcome to submit a Complex Clinical Case.","<p>Medical students, residents, fellows-in-training, medical doctors and researchers are welcome to submit a Complex Clinical Case.</p>",50,,,ready,,Who can submit to the Complex Clinical Case Category
abstracts-cases,what-where,abs-what-where-who-can-submit-to-the-cvt-abstract-or-case-category,Who can submit to the CVT Abstract or Case Category?,"Only CV Team Members are eligible to submit to these categories. Both the first author and presenting author must be a CVT Member to be eligible. Below is the full list of all professions within the CV Team. If you do not fall under one of these professions, please submit under our main abstract or case categories.

Allied Health Professionals

- Cardiovascular Technologists (Sonographers, Electrophysiology Specialists, Invasive Specialists, Vascular Specialists, Perfusionists)
- Cardiovascular Rehabilitation Professionals (Clinical Psychologists, Clinical Social Workers, Exercise Physiologists, Occupational Therapists, Physical Therapists, Registered Dietitians)
- Genetic Counselors
- Registered Nurses

APRNs, PAs and Clinical Pharmacists/Advanced Practice Providers (APPs)

- Clinical Nurse Specialists
- Clinical Pharmacists
- Nurse Practitioners
- PAs","<p>Only CV Team Members are eligible to submit to these categories. Both the first author and presenting author must be a CVT Member to be eligible. Below is the full list of all professions within the CV Team. If you do not fall under one of these professions, please submit under our main abstract or case categories.</p><p><strong>Allied Health Professionals</strong></p><ul><li>Cardiovascular Technologists <em>(Sonographers, Electrophysiology Specialists, Invasive Specialists, Vascular Specialists, Perfusionists)</em></li><li>Cardiovascular Rehabilitation Professionals <em>(Clinical Psychologists, Clinical Social Workers, Exercise Physiologists, Occupational Therapists, Physical Therapists, Registered Dietitians)</em></li><li>Genetic Counselors</li><li>Registered Nurses</li></ul><p><strong>APRNs, PAs and Clinical Pharmacists/Advanced Practice Providers (APPs)</strong></p><ul><li>Clinical Nurse Specialists</li><li>Clinical Pharmacists</li><li>Nurse Practitioners</li><li>PAs</li></ul>",60,,,ready,,Who can submit to the CVT Abstract or Case Category
abstracts-cases,what-where,abs-what-where-where-can-i-access-my-submission,Where can I access my submission?,Submissions can be accessed in the portal using this link: https://www.abstractsonline.com/dashboard/login.asp?aId=296&targetMKey={385C6FAB-6F2F-4047-9924-8E6528E4BAD2}&targetMod=submit (https://www.abstractsonline.com/dashboard/login.asp?aId=296&targetMKey=%7b385C6FAB-6F2F-4047-9924-8E6528E4BAD2%7d&targetMod=submit),"<p>Submissions can be accessed in the portal using this link: <a href=""https://www.abstractsonline.com/dashboard/login.asp?aId=296&amp;targetMKey=%7b385C6FAB-6F2F-4047-9924-8E6528E4BAD2%7d&amp;targetMod=submit""><a href=""https://www.abstractsonline.com/dashboard/login.asp?aId=296&amp;targetMKey={385C6FAB-6F2F-4047-9924-8E6528E4BAD2}&amp;targetMod=submit"">https://www.abstractsonline.com/dashboard/login.asp?aId=296&amp;targetMKey={385C6FAB-6F2F-4047-9924-8E6528E4BAD2}&amp;targetMod=submit</a></a></p>",70,,,ready,,Where can I access my submission
abstracts-cases,what-where,abs-what-where-do-i-need-to-get-a-signed-patient-consent-form-for-my-case-submission,Do I need to get a signed patient consent form for my case submission?,"No, you do not. We work under the assumption that you have already taken all necessary steps to protect your patient's identity and respect their privacy.","<p>No, you do not. We work under the assumption that you have already taken all necessary steps to protect your patient&#x27;s identity and respect their privacy.</p>",80,,,ready,,Do I need to get a signed patient consent form for my case submission
abstracts-cases,authors-institutions,abs-authors-instit-can-i-include-more-than-two-institutions-in-my-submission,Can I include more than two institutions in my submission?,"No, our system only allows 2 institutions to be listed on the copy of the abstract/case that will be published in JACC. However, if your abstract/case gets accepted, you are welcome to include additional institutions on your poster or presentation.","<p>No, our system only allows 2 institutions to be listed on the copy of the abstract/case that will be published in JACC. However, if your abstract/case gets accepted, you are welcome to include additional institutions on your poster or presentation.</p>",10,,,ready,,Can I include more than two institutions in my submission
abstracts-cases,authors-institutions,abs-authors-instit-why-is-there-an-n-a-displayed-next-to-my-names-as-the-first-author-on-the-author-tab-why-is-my-institution-information-missing,"Why is there an ""N/A"" displayed next to my names as the first author on the ""Author"" tab? Why is my institution information missing?","The first author will always have ""n/a"" displayed to the right of their name. This is normal and does not display anywhere else other than on the ""Author"" tab. Do NOT enter your name more than once to enter in your institution information since institution information is entered in on a separate tab.",<p>The first author will always have &quot;n/a&quot; displayed to the right of their name. This is normal and does not display anywhere else other than on the &quot;Author&quot; tab. Do NOT enter your name more than once to enter in your institution information since institution information is entered in on a separate tab.</p>,20,,,ready,,"Why is there an ""N/A"" displayed next to my names as the first author on the ""Author"" tab? Why is my institution information missing"
abstracts-cases,authors-institutions,abs-authors-instit-are-presenting-authors-and-lead-investigators-required-to-complete-disclosures-before-submitting-an-abstract-or-case-for-acc26,Are presenting authors and lead investigators required to complete disclosures before submitting an abstract or case for ACC.26?,"No. The ACC.26 Abstract and Case Program is a non-accredited activity, so presenting authors and lead investigators are not required to complete disclosures prior to submission.","<p>No. The ACC.26 Abstract and Case Program is a non-accredited activity, so presenting authors and lead investigators are not required to complete disclosures prior to submission.</p>",30,,,ready,,Are presenting authors and lead investigators required to complete disclosures before submitting an abstract or case for ACC.26
abstracts-cases,authors-institutions,abs-authors-instit-if-my-abstract-or-case-is-accepted-do-i-still-need-to-provide-disclosures,"If my abstract or case is accepted, do I still need to provide disclosures?","Yes. If accepted to ACC.26, presenting authors must include both their own and their lead investigator's disclosures on their poster or presentation.","<p>Yes. If accepted to ACC.26, presenting authors must include both their own and their lead investigator&#x27;s disclosures on their poster or presentation.</p>",40,,,ready,,"If my abstract or case is accepted, do I still need to provide disclosures"
abstracts-cases,authors-institutions,abs-authors-instit-can-i-add-more-than-25-authors-to-an-abstract-or-case,Can I add more than 25 authors to an abstract or case?,"No, our system only allows 25 authors (including the submitter) to be listed on the copy of the abstract/case that will be published in JACC. However, if your abstract/case gets accepted, you are welcome to include additional authors on your poster or presentation.","<p>No, our system only allows 25 authors (including the submitter) to be listed on the copy of the abstract/case that will be published in <em>JACC</em>. However, if your abstract/case gets accepted, you are welcome to include additional authors on your poster or presentation.</p>",50,,,ready,,Can I add more than 25 authors to an abstract or case
abstracts-cases,authors-institutions,abs-authors-instit-can-i-change-the-order-authors-are-listed,Can I change the order authors are listed?,"Yes, you can change the order of all co-authors. To do this, log back into the submission site, click on the submission you want to make the change to, and go to the ""Author"" tab on the left-hand side of the screen. There, you will see the option to ""Change the Order these Author(s) are listed"" underneath the author names.","<p>Yes, you can change the order of all co-authors. To do this, log back into the submission site, click on the submission you want to make the change to, and go to the &quot;Author&quot; tab on the left-hand side of the screen. There, you will see the option to &quot;Change the Order these Author(s) are listed&quot; underneath the author names.</p>",60,,,ready,,Can I change the order authors are listed
abstracts-cases,authors-institutions,abs-authors-instit-who-should-i-list-as-the-lead-investigator-for-my-abstract-or-case,Who should I list as the Lead Investigator for my abstract or case?,"Generally, the Lead Investigator is the senior author of an abstract or case, but sometimes the presenting author will list themselves as the Lead Investigator.","<p>Generally, the Lead Investigator is the senior author of an abstract or case, but sometimes the presenting author will list themselves as the Lead Investigator.</p>",70,,,ready,,Who should I list as the Lead Investigator for my abstract or case
abstracts-cases,technical,abs-technical-is-there-a-maximum-character-count-for-my-submission,Is there a maximum character count for my submission?,"Yes, the maximum character count per submission is 1,900 characters NOT including spaces. If you choose to add an image or table to your submission, it will count as 600 characters towards the total 1,900 characters that are allowed.","<p>Yes, the maximum character count per submission is 1,900 characters NOT including spaces. If you choose to add an image or table to your submission, it will count as 600 characters towards the total 1,900 characters that are allowed.</p>",10,,,ready,,Is there a maximum character count for my submission
abstracts-cases,technical,abs-technical-do-the-section-headers-in-the-body-of-my-submission-count-towards-the-total-character-count-of-my-submission,Do the section headers in the body of my submission count towards the total character count of my submission?,"Yes, they do, and they cannot be removed. Please account for the section headers in your abstract's total character count.","<p>Yes, they do, and they cannot be removed. Please account for the section headers in your abstract&#x27;s total character count.</p>",20,,,ready,,Do the section headers in the body of my submission count towards the total character count of my submission
abstracts-cases,technical,abs-technical-can-i-change-the-section-headers-in-the-body-of-the-abstract-or-case-on-the-submission-site,Can I change the section headers in the body of the abstract or case on the submission site?,"No, the headers in the body of the abstract or case cannot be edited.","<p>No, the headers in the body of the abstract or case cannot be edited.</p>",30,,,ready,,Can I change the section headers in the body of the abstract or case on the submission site
abstracts-cases,technical,abs-technical-can-i-include-a-table-image-in-my-abstract-or-case,Can I include a table/image in my abstract or case?,"Yes, you may include a table in your abstract or case by uploading an image of it as GIF or JPG file. The easiest way to do this is by taking a screenshot. You can do this on a Windows computer by using the snipping tool, and you can do this on an Apple computer by hitting Command-Shift-4.","<p>Yes, you may include a table in your abstract or case by uploading an image of it as GIF or JPG file. The easiest way to do this is by taking a screenshot. You can do this on a Windows computer by using the snipping tool, and you can do this on an Apple computer by hitting Command-Shift-4.</p>",40,,,ready,,Can I include a table/image in my abstract or case
abstracts-cases,technical,abs-technical-i-m-encountering-technical-issues-with-my-submission-who-should-i-reach-out-to,"I'm encountering technical issues with my submission, who should I reach out to?",You should send an email to support at acc@support.ctimeetingtech.com with a detailed description and screenshots of the problem you are encountering. This will help them best diagnose and resolve the issue.,"<p>You should send an email to support at <a href=""mailto:acc@support.ctimeetingtech.com"">acc@support.ctimeetingtech.com</a> with a detailed description and screenshots of the problem you are encountering. This will help them best diagnose and resolve the issue.</p>",50,,,ready,,"I'm encountering technical issues with my submission, who should I reach out to"
abstracts-cases,technical,abs-technical-how-do-i-know-my-abstract-or-case-is-complete,How do I know my abstract or case is complete?,"All tabs on the left-hand side of the submission site will have checkmarks next to them and the ""Review My Work"" tab will have a message saying, ""Your submission is complete and will be sent to review."" You will also have the option to send yourself a confirmation email that your submission is complete at the top of the ""Review My Work"" page. This option will only appear if your submission is complete.","<p>All tabs on the left-hand side of the submission site will have checkmarks next to them and the &quot;Review My Work&quot; tab will have a message saying, &quot;Your submission is complete and will be sent to review.&quot; You will also have the option to send yourself a confirmation email that your submission is complete at the top of the &quot;Review My Work&quot; page. This option will only appear if your submission is complete.</p>",60,,,ready,,How do I know my abstract or case is complete
